MUNICIPIO;ANO;MES;NATUREZA;TOTAL
Acorizal;2017;1;Homicidio doloso;0
Acorizal;2017;2;Homicidio doloso;0
Acorizal;2017;3;Homicidio doloso;0
Acorizal;2017;4;Homicidio doloso;0
Acorizal;2017;5;Homicidio doloso;0
Acorizal;2017;6;Homicidio doloso;0
Acorizal;2017;7;Homicidio doloso;0
Acorizal;2017;8;Homicidio doloso;0
Acorizal;2017;9;Homicidio doloso;0
Acorizal;2017;10;Homicidio doloso;0
Acorizal;2017;11;Homicidio doloso;0
Acorizal;2017;12;Homicidio doloso;0
Acorizal;2018;1;Homicidio doloso;0
Acorizal;2018;2;Homicidio doloso;0
Acorizal;2018;3;Homicidio doloso;0
Acorizal;2018;4;Homicidio doloso;0
Acorizal;2018;5;Homicidio doloso;0
Acorizal;2018;6;Homicidio doloso;0
Acorizal;2018;7;Homicidio doloso;0
Acorizal;2018;8;Homicidio doloso;0
Acorizal;2018;9;Homicidio doloso;0
Acorizal;2018;10;Homicidio doloso;0
Acorizal;2018;11;Homicidio doloso;0
Acorizal;2018;12;Homicidio doloso;0
Acorizal;2019;1;Homicidio doloso;0
Acorizal;2019;2;Homicidio doloso;0
Acorizal;2019;3;Homicidio doloso;0
Acorizal;2019;4;Homicidio doloso;0
Acorizal;2019;5;Homicidio doloso;0
Acorizal;2019;6;Homicidio doloso;0
Acorizal;2019;7;Homicidio doloso;0
Acorizal;2019;8;Homicidio doloso;0
Acorizal;2019;9;Homicidio doloso;0
Acorizal;2019;10;Homicidio doloso;0
Acorizal;2019;11;Homicidio doloso;0
Acorizal;2019;12;Homicidio doloso;0
Acorizal;2017;1;Roubo total;1
Acorizal;2017;2;Roubo total;1
Acorizal;2017;3;Roubo total;0
Acorizal;2017;4;Roubo total;1
Acorizal;2017;5;Roubo total;0
Acorizal;2017;6;Roubo total;2
Acorizal;2017;7;Roubo total;1
Acorizal;2017;8;Roubo total;2
Acorizal;2017;9;Roubo total;2
Acorizal;2017;10;Roubo total;2
Acorizal;2017;11;Roubo total;2
Acorizal;2017;12;Roubo total;1
Acorizal;2018;1;Roubo total;0
Acorizal;2018;2;Roubo total;0
Acorizal;2018;3;Roubo total;0
Acorizal;2018;4;Roubo total;0
Acorizal;2018;5;Roubo total;0
Acorizal;2018;6;Roubo total;0
Acorizal;2018;7;Roubo total;0
Acorizal;2018;8;Roubo total;0
Acorizal;2018;9;Roubo total;0
Acorizal;2018;10;Roubo total;0
Acorizal;2018;11;Roubo total;0
Acorizal;2018;12;Roubo total;0
Acorizal;2019;1;Roubo total;1
Acorizal;2019;2;Roubo total;1
Acorizal;2019;3;Roubo total;0
Acorizal;2019;4;Roubo total;0
Acorizal;2019;5;Roubo total;0
Acorizal;2019;6;Roubo total;0
Acorizal;2019;7;Roubo total;0
Acorizal;2019;8;Roubo total;0
Acorizal;2019;9;Roubo total;0
Acorizal;2019;10;Roubo total;0
Acorizal;2019;11;Roubo total;0
Acorizal;2019;12;Roubo total;0
Agua Boa;2017;1;Homicidio doloso;0
Agua Boa;2017;2;Homicidio doloso;0
Agua Boa;2017;3;Homicidio doloso;1
Agua Boa;2017;4;Homicidio doloso;1
Agua Boa;2017;5;Homicidio doloso;1
Agua Boa;2017;6;Homicidio doloso;0
Agua Boa;2017;7;Homicidio doloso;0
Agua Boa;2017;8;Homicidio doloso;0
Agua Boa;2017;9;Homicidio doloso;0
Agua Boa;2017;10;Homicidio doloso;2
Agua Boa;2017;11;Homicidio doloso;0
Agua Boa;2017;12;Homicidio doloso;0
Agua Boa;2018;1;Homicidio doloso;1
Agua Boa;2018;2;Homicidio doloso;1
Agua Boa;2018;3;Homicidio doloso;0
Agua Boa;2018;4;Homicidio doloso;0
Agua Boa;2018;5;Homicidio doloso;0
Agua Boa;2018;6;Homicidio doloso;2
Agua Boa;2018;7;Homicidio doloso;0
Agua Boa;2018;8;Homicidio doloso;3
Agua Boa;2018;9;Homicidio doloso;0
Agua Boa;2018;10;Homicidio doloso;0
Agua Boa;2018;11;Homicidio doloso;0
Agua Boa;2018;12;Homicidio doloso;0
Agua Boa;2019;1;Homicidio doloso;2
Agua Boa;2019;2;Homicidio doloso;0
Agua Boa;2019;3;Homicidio doloso;1
Agua Boa;2019;4;Homicidio doloso;1
Agua Boa;2019;5;Homicidio doloso;1
Agua Boa;2019;6;Homicidio doloso;0
Agua Boa;2019;7;Homicidio doloso;0
Agua Boa;2019;8;Homicidio doloso;0
Agua Boa;2019;9;Homicidio doloso;0
Agua Boa;2019;10;Homicidio doloso;1
Agua Boa;2019;11;Homicidio doloso;0
Agua Boa;2019;12;Homicidio doloso;2
Agua Boa;2017;1;Roubo total;0
Agua Boa;2017;2;Roubo total;2
Agua Boa;2017;3;Roubo total;3
Agua Boa;2017;4;Roubo total;2
Agua Boa;2017;5;Roubo total;0
Agua Boa;2017;6;Roubo total;4
Agua Boa;2017;7;Roubo total;15
Agua Boa;2017;8;Roubo total;6
Agua Boa;2017;9;Roubo total;2
Agua Boa;2017;10;Roubo total;5
Agua Boa;2017;11;Roubo total;4
Agua Boa;2017;12;Roubo total;1
Agua Boa;2018;1;Roubo total;3
Agua Boa;2018;2;Roubo total;0
Agua Boa;2018;3;Roubo total;3
Agua Boa;2018;4;Roubo total;5
Agua Boa;2018;5;Roubo total;2
Agua Boa;2018;6;Roubo total;3
Agua Boa;2018;7;Roubo total;4
Agua Boa;2018;8;Roubo total;3
Agua Boa;2018;9;Roubo total;4
Agua Boa;2018;10;Roubo total;13
Agua Boa;2018;11;Roubo total;6
Agua Boa;2018;12;Roubo total;3
Agua Boa;2019;1;Roubo total;1
Agua Boa;2019;2;Roubo total;5
Agua Boa;2019;3;Roubo total;2
Agua Boa;2019;4;Roubo total;2
Agua Boa;2019;5;Roubo total;4
Agua Boa;2019;6;Roubo total;2
Agua Boa;2019;7;Roubo total;4
Agua Boa;2019;8;Roubo total;1
Agua Boa;2019;9;Roubo total;2
Agua Boa;2019;10;Roubo total;4
Agua Boa;2019;11;Roubo total;3
Agua Boa;2019;12;Roubo total;1
Alta Floresta;2017;1;Homicidio doloso;2
Alta Floresta;2017;2;Homicidio doloso;0
Alta Floresta;2017;3;Homicidio doloso;0
Alta Floresta;2017;4;Homicidio doloso;4
Alta Floresta;2017;5;Homicidio doloso;1
Alta Floresta;2017;6;Homicidio doloso;0
Alta Floresta;2017;7;Homicidio doloso;1
Alta Floresta;2017;8;Homicidio doloso;0
Alta Floresta;2017;9;Homicidio doloso;3
Alta Floresta;2017;10;Homicidio doloso;2
Alta Floresta;2017;11;Homicidio doloso;3
Alta Floresta;2017;12;Homicidio doloso;3
Alta Floresta;2018;1;Homicidio doloso;1
Alta Floresta;2018;2;Homicidio doloso;0
Alta Floresta;2018;3;Homicidio doloso;0
Alta Floresta;2018;4;Homicidio doloso;0
Alta Floresta;2018;5;Homicidio doloso;0
Alta Floresta;2018;6;Homicidio doloso;1
Alta Floresta;2018;7;Homicidio doloso;1
Alta Floresta;2018;8;Homicidio doloso;1
Alta Floresta;2018;9;Homicidio doloso;1
Alta Floresta;2018;10;Homicidio doloso;0
Alta Floresta;2018;11;Homicidio doloso;0
Alta Floresta;2018;12;Homicidio doloso;1
Alta Floresta;2019;1;Homicidio doloso;0
Alta Floresta;2019;2;Homicidio doloso;0
Alta Floresta;2019;3;Homicidio doloso;1
Alta Floresta;2019;4;Homicidio doloso;0
Alta Floresta;2019;5;Homicidio doloso;0
Alta Floresta;2019;6;Homicidio doloso;0
Alta Floresta;2019;7;Homicidio doloso;0
Alta Floresta;2019;8;Homicidio doloso;1
Alta Floresta;2019;9;Homicidio doloso;1
Alta Floresta;2019;10;Homicidio doloso;1
Alta Floresta;2019;11;Homicidio doloso;0
Alta Floresta;2019;12;Homicidio doloso;1
Alta Floresta;2017;1;Roubo total;27
Alta Floresta;2017;2;Roubo total;13
Alta Floresta;2017;3;Roubo total;20
Alta Floresta;2017;4;Roubo total;17
Alta Floresta;2017;5;Roubo total;11
Alta Floresta;2017;6;Roubo total;13
Alta Floresta;2017;7;Roubo total;15
Alta Floresta;2017;8;Roubo total;21
Alta Floresta;2017;9;Roubo total;13
Alta Floresta;2017;10;Roubo total;10
Alta Floresta;2017;11;Roubo total;7
Alta Floresta;2017;12;Roubo total;8
Alta Floresta;2018;1;Roubo total;10
Alta Floresta;2018;2;Roubo total;11
Alta Floresta;2018;3;Roubo total;12
Alta Floresta;2018;4;Roubo total;10
Alta Floresta;2018;5;Roubo total;1
Alta Floresta;2018;6;Roubo total;7
Alta Floresta;2018;7;Roubo total;7
Alta Floresta;2018;8;Roubo total;11
Alta Floresta;2018;9;Roubo total;5
Alta Floresta;2018;10;Roubo total;5
Alta Floresta;2018;11;Roubo total;8
Alta Floresta;2018;12;Roubo total;6
Alta Floresta;2019;1;Roubo total;1
Alta Floresta;2019;2;Roubo total;3
Alta Floresta;2019;3;Roubo total;2
Alta Floresta;2019;4;Roubo total;2
Alta Floresta;2019;5;Roubo total;5
Alta Floresta;2019;6;Roubo total;3
Alta Floresta;2019;7;Roubo total;6
Alta Floresta;2019;8;Roubo total;6
Alta Floresta;2019;9;Roubo total;6
Alta Floresta;2019;10;Roubo total;3
Alta Floresta;2019;11;Roubo total;3
Alta Floresta;2019;12;Roubo total;6
Alto Araguaia;2017;1;Homicidio doloso;2
Alto Araguaia;2017;2;Homicidio doloso;0
Alto Araguaia;2017;3;Homicidio doloso;2
Alto Araguaia;2017;4;Homicidio doloso;0
Alto Araguaia;2017;5;Homicidio doloso;0
Alto Araguaia;2017;6;Homicidio doloso;0
Alto Araguaia;2017;7;Homicidio doloso;0
Alto Araguaia;2017;8;Homicidio doloso;1
Alto Araguaia;2017;9;Homicidio doloso;1
Alto Araguaia;2017;10;Homicidio doloso;0
Alto Araguaia;2017;11;Homicidio doloso;0
Alto Araguaia;2017;12;Homicidio doloso;1
Alto Araguaia;2018;1;Homicidio doloso;1
Alto Araguaia;2018;2;Homicidio doloso;0
Alto Araguaia;2018;3;Homicidio doloso;0
Alto Araguaia;2018;4;Homicidio doloso;0
Alto Araguaia;2018;5;Homicidio doloso;1
Alto Araguaia;2018;6;Homicidio doloso;1
Alto Araguaia;2018;7;Homicidio doloso;0
Alto Araguaia;2018;8;Homicidio doloso;0
Alto Araguaia;2018;9;Homicidio doloso;0
Alto Araguaia;2018;10;Homicidio doloso;1
Alto Araguaia;2018;11;Homicidio doloso;0
Alto Araguaia;2018;12;Homicidio doloso;1
Alto Araguaia;2019;1;Homicidio doloso;0
Alto Araguaia;2019;2;Homicidio doloso;0
Alto Araguaia;2019;3;Homicidio doloso;0
Alto Araguaia;2019;4;Homicidio doloso;3
Alto Araguaia;2019;5;Homicidio doloso;2
Alto Araguaia;2019;6;Homicidio doloso;2
Alto Araguaia;2019;7;Homicidio doloso;0
Alto Araguaia;2019;8;Homicidio doloso;0
Alto Araguaia;2019;9;Homicidio doloso;0
Alto Araguaia;2019;10;Homicidio doloso;0
Alto Araguaia;2019;11;Homicidio doloso;0
Alto Araguaia;2019;12;Homicidio doloso;0
Alto Araguaia;2017;1;Roubo total;10
Alto Araguaia;2017;2;Roubo total;4
Alto Araguaia;2017;3;Roubo total;3
Alto Araguaia;2017;4;Roubo total;5
Alto Araguaia;2017;5;Roubo total;3
Alto Araguaia;2017;6;Roubo total;1
Alto Araguaia;2017;7;Roubo total;0
Alto Araguaia;2017;8;Roubo total;5
Alto Araguaia;2017;9;Roubo total;2
Alto Araguaia;2017;10;Roubo total;3
Alto Araguaia;2017;11;Roubo total;2
Alto Araguaia;2017;12;Roubo total;5
Alto Araguaia;2018;1;Roubo total;1
Alto Araguaia;2018;2;Roubo total;3
Alto Araguaia;2018;3;Roubo total;2
Alto Araguaia;2018;4;Roubo total;8
Alto Araguaia;2018;5;Roubo total;1
Alto Araguaia;2018;6;Roubo total;4
Alto Araguaia;2018;7;Roubo total;6
Alto Araguaia;2018;8;Roubo total;2
Alto Araguaia;2018;9;Roubo total;3
Alto Araguaia;2018;10;Roubo total;2
Alto Araguaia;2018;11;Roubo total;6
Alto Araguaia;2018;12;Roubo total;4
Alto Araguaia;2019;1;Roubo total;9
Alto Araguaia;2019;2;Roubo total;0
Alto Araguaia;2019;3;Roubo total;1
Alto Araguaia;2019;4;Roubo total;4
Alto Araguaia;2019;5;Roubo total;4
Alto Araguaia;2019;6;Roubo total;0
Alto Araguaia;2019;7;Roubo total;2
Alto Araguaia;2019;8;Roubo total;2
Alto Araguaia;2019;9;Roubo total;1
Alto Araguaia;2019;10;Roubo total;0
Alto Araguaia;2019;11;Roubo total;1
Alto Araguaia;2019;12;Roubo total;1
Alto Boa Vista;2017;1;Homicidio doloso;0
Alto Boa Vista;2017;2;Homicidio doloso;0
Alto Boa Vista;2017;3;Homicidio doloso;0
Alto Boa Vista;2017;4;Homicidio doloso;0
Alto Boa Vista;2017;5;Homicidio doloso;0
Alto Boa Vista;2017;6;Homicidio doloso;0
Alto Boa Vista;2017;7;Homicidio doloso;0
Alto Boa Vista;2017;8;Homicidio doloso;0
Alto Boa Vista;2017;9;Homicidio doloso;0
Alto Boa Vista;2017;10;Homicidio doloso;0
Alto Boa Vista;2017;11;Homicidio doloso;0
Alto Boa Vista;2017;12;Homicidio doloso;1
Alto Boa Vista;2018;1;Homicidio doloso;0
Alto Boa Vista;2018;2;Homicidio doloso;0
Alto Boa Vista;2018;3;Homicidio doloso;0
Alto Boa Vista;2018;4;Homicidio doloso;0
Alto Boa Vista;2018;5;Homicidio doloso;0
Alto Boa Vista;2018;6;Homicidio doloso;1
Alto Boa Vista;2018;7;Homicidio doloso;0
Alto Boa Vista;2018;8;Homicidio doloso;0
Alto Boa Vista;2018;9;Homicidio doloso;0
Alto Boa Vista;2018;10;Homicidio doloso;0
Alto Boa Vista;2018;11;Homicidio doloso;0
Alto Boa Vista;2018;12;Homicidio doloso;0
Alto Boa Vista;2019;1;Homicidio doloso;0
Alto Boa Vista;2019;2;Homicidio doloso;0
Alto Boa Vista;2019;3;Homicidio doloso;0
Alto Boa Vista;2019;4;Homicidio doloso;0
Alto Boa Vista;2019;5;Homicidio doloso;0
Alto Boa Vista;2019;6;Homicidio doloso;0
Alto Boa Vista;2019;7;Homicidio doloso;0
Alto Boa Vista;2019;8;Homicidio doloso;0
Alto Boa Vista;2019;9;Homicidio doloso;2
Alto Boa Vista;2019;10;Homicidio doloso;0
Alto Boa Vista;2019;11;Homicidio doloso;0
Alto Boa Vista;2019;12;Homicidio doloso;1
Alto Boa Vista;2017;1;Roubo total;0
Alto Boa Vista;2017;2;Roubo total;0
Alto Boa Vista;2017;3;Roubo total;0
Alto Boa Vista;2017;4;Roubo total;0
Alto Boa Vista;2017;5;Roubo total;1
Alto Boa Vista;2017;6;Roubo total;0
Alto Boa Vista;2017;7;Roubo total;0
Alto Boa Vista;2017;8;Roubo total;0
Alto Boa Vista;2017;9;Roubo total;1
Alto Boa Vista;2017;10;Roubo total;0
Alto Boa Vista;2017;11;Roubo total;0
Alto Boa Vista;2017;12;Roubo total;0
Alto Boa Vista;2018;1;Roubo total;1
Alto Boa Vista;2018;2;Roubo total;0
Alto Boa Vista;2018;3;Roubo total;3
Alto Boa Vista;2018;4;Roubo total;3
Alto Boa Vista;2018;5;Roubo total;2
Alto Boa Vista;2018;6;Roubo total;0
Alto Boa Vista;2018;7;Roubo total;3
Alto Boa Vista;2018;8;Roubo total;2
Alto Boa Vista;2018;9;Roubo total;1
Alto Boa Vista;2018;10;Roubo total;0
Alto Boa Vista;2018;11;Roubo total;0
Alto Boa Vista;2018;12;Roubo total;0
Alto Boa Vista;2019;1;Roubo total;0
Alto Boa Vista;2019;2;Roubo total;0
Alto Boa Vista;2019;3;Roubo total;0
Alto Boa Vista;2019;4;Roubo total;0
Alto Boa Vista;2019;5;Roubo total;2
Alto Boa Vista;2019;6;Roubo total;0
Alto Boa Vista;2019;7;Roubo total;0
Alto Boa Vista;2019;8;Roubo total;0
Alto Boa Vista;2019;9;Roubo total;1
Alto Boa Vista;2019;10;Roubo total;0
Alto Boa Vista;2019;11;Roubo total;0
Alto Boa Vista;2019;12;Roubo total;0
Alto Garcas;2017;1;Homicidio doloso;2
Alto Garcas;2017;2;Homicidio doloso;0
Alto Garcas;2017;3;Homicidio doloso;1
Alto Garcas;2017;4;Homicidio doloso;2
Alto Garcas;2017;5;Homicidio doloso;0
Alto Garcas;2017;6;Homicidio doloso;2
Alto Garcas;2017;7;Homicidio doloso;0
Alto Garcas;2017;8;Homicidio doloso;0
Alto Garcas;2017;9;Homicidio doloso;0
Alto Garcas;2017;10;Homicidio doloso;1
Alto Garcas;2017;11;Homicidio doloso;0
Alto Garcas;2017;12;Homicidio doloso;0
Alto Garcas;2018;1;Homicidio doloso;0
Alto Garcas;2018;2;Homicidio doloso;0
Alto Garcas;2018;3;Homicidio doloso;1
Alto Garcas;2018;4;Homicidio doloso;0
Alto Garcas;2018;5;Homicidio doloso;0
Alto Garcas;2018;6;Homicidio doloso;0
Alto Garcas;2018;7;Homicidio doloso;0
Alto Garcas;2018;8;Homicidio doloso;0
Alto Garcas;2018;9;Homicidio doloso;0
Alto Garcas;2018;10;Homicidio doloso;0
Alto Garcas;2018;11;Homicidio doloso;0
Alto Garcas;2018;12;Homicidio doloso;0
Alto Garcas;2019;1;Homicidio doloso;0
Alto Garcas;2019;2;Homicidio doloso;0
Alto Garcas;2019;3;Homicidio doloso;0
Alto Garcas;2019;4;Homicidio doloso;0
Alto Garcas;2019;5;Homicidio doloso;0
Alto Garcas;2019;6;Homicidio doloso;0
Alto Garcas;2019;7;Homicidio doloso;0
Alto Garcas;2019;8;Homicidio doloso;0
Alto Garcas;2019;9;Homicidio doloso;0
Alto Garcas;2019;10;Homicidio doloso;0
Alto Garcas;2019;11;Homicidio doloso;1
Alto Garcas;2019;12;Homicidio doloso;0
Alto Garcas;2017;1;Roubo total;1
Alto Garcas;2017;2;Roubo total;1
Alto Garcas;2017;3;Roubo total;3
Alto Garcas;2017;4;Roubo total;0
Alto Garcas;2017;5;Roubo total;1
Alto Garcas;2017;6;Roubo total;1
Alto Garcas;2017;7;Roubo total;1
Alto Garcas;2017;8;Roubo total;0
Alto Garcas;2017;9;Roubo total;1
Alto Garcas;2017;10;Roubo total;0
Alto Garcas;2017;11;Roubo total;3
Alto Garcas;2017;12;Roubo total;1
Alto Garcas;2018;1;Roubo total;8
Alto Garcas;2018;2;Roubo total;4
Alto Garcas;2018;3;Roubo total;4
Alto Garcas;2018;4;Roubo total;4
Alto Garcas;2018;5;Roubo total;6
Alto Garcas;2018;6;Roubo total;4
Alto Garcas;2018;7;Roubo total;3
Alto Garcas;2018;8;Roubo total;3
Alto Garcas;2018;9;Roubo total;4
Alto Garcas;2018;10;Roubo total;4
Alto Garcas;2018;11;Roubo total;3
Alto Garcas;2018;12;Roubo total;1
Alto Garcas;2019;1;Roubo total;2
Alto Garcas;2019;2;Roubo total;1
Alto Garcas;2019;3;Roubo total;3
Alto Garcas;2019;4;Roubo total;2
Alto Garcas;2019;5;Roubo total;3
Alto Garcas;2019;6;Roubo total;3
Alto Garcas;2019;7;Roubo total;1
Alto Garcas;2019;8;Roubo total;1
Alto Garcas;2019;9;Roubo total;0
Alto Garcas;2019;10;Roubo total;0
Alto Garcas;2019;11;Roubo total;0
Alto Garcas;2019;12;Roubo total;1
Alto Paraguai;2017;1;Homicidio doloso;0
Alto Paraguai;2017;2;Homicidio doloso;0
Alto Paraguai;2017;3;Homicidio doloso;1
Alto Paraguai;2017;4;Homicidio doloso;0
Alto Paraguai;2017;5;Homicidio doloso;0
Alto Paraguai;2017;6;Homicidio doloso;0
Alto Paraguai;2017;7;Homicidio doloso;0
Alto Paraguai;2017;8;Homicidio doloso;1
Alto Paraguai;2017;9;Homicidio doloso;1
Alto Paraguai;2017;10;Homicidio doloso;0
Alto Paraguai;2017;11;Homicidio doloso;0
Alto Paraguai;2017;12;Homicidio doloso;0
Alto Paraguai;2018;1;Homicidio doloso;0
Alto Paraguai;2018;2;Homicidio doloso;0
Alto Paraguai;2018;3;Homicidio doloso;0
Alto Paraguai;2018;4;Homicidio doloso;0
Alto Paraguai;2018;5;Homicidio doloso;0
Alto Paraguai;2018;6;Homicidio doloso;0
Alto Paraguai;2018;7;Homicidio doloso;1
Alto Paraguai;2018;8;Homicidio doloso;0
Alto Paraguai;2018;9;Homicidio doloso;0
Alto Paraguai;2018;10;Homicidio doloso;0
Alto Paraguai;2018;11;Homicidio doloso;0
Alto Paraguai;2018;12;Homicidio doloso;0
Alto Paraguai;2019;1;Homicidio doloso;0
Alto Paraguai;2019;2;Homicidio doloso;1
Alto Paraguai;2019;3;Homicidio doloso;1
Alto Paraguai;2019;4;Homicidio doloso;4
Alto Paraguai;2019;5;Homicidio doloso;0
Alto Paraguai;2019;6;Homicidio doloso;0
Alto Paraguai;2019;7;Homicidio doloso;1
Alto Paraguai;2019;8;Homicidio doloso;0
Alto Paraguai;2019;9;Homicidio doloso;0
Alto Paraguai;2019;10;Homicidio doloso;0
Alto Paraguai;2019;11;Homicidio doloso;0
Alto Paraguai;2019;12;Homicidio doloso;0
Alto Paraguai;2017;1;Roubo total;1
Alto Paraguai;2017;2;Roubo total;1
Alto Paraguai;2017;3;Roubo total;0
Alto Paraguai;2017;4;Roubo total;0
Alto Paraguai;2017;5;Roubo total;0
Alto Paraguai;2017;6;Roubo total;0
Alto Paraguai;2017;7;Roubo total;0
Alto Paraguai;2017;8;Roubo total;1
Alto Paraguai;2017;9;Roubo total;1
Alto Paraguai;2017;10;Roubo total;0
Alto Paraguai;2017;11;Roubo total;2
Alto Paraguai;2017;12;Roubo total;1
Alto Paraguai;2018;1;Roubo total;1
Alto Paraguai;2018;2;Roubo total;0
Alto Paraguai;2018;3;Roubo total;2
Alto Paraguai;2018;4;Roubo total;0
Alto Paraguai;2018;5;Roubo total;0
Alto Paraguai;2018;6;Roubo total;3
Alto Paraguai;2018;7;Roubo total;2
Alto Paraguai;2018;8;Roubo total;2
Alto Paraguai;2018;9;Roubo total;3
Alto Paraguai;2018;10;Roubo total;2
Alto Paraguai;2018;11;Roubo total;3
Alto Paraguai;2018;12;Roubo total;0
Alto Paraguai;2019;1;Roubo total;1
Alto Paraguai;2019;2;Roubo total;1
Alto Paraguai;2019;3;Roubo total;4
Alto Paraguai;2019;4;Roubo total;1
Alto Paraguai;2019;5;Roubo total;0
Alto Paraguai;2019;6;Roubo total;0
Alto Paraguai;2019;7;Roubo total;0
Alto Paraguai;2019;8;Roubo total;0
Alto Paraguai;2019;9;Roubo total;0
Alto Paraguai;2019;10;Roubo total;0
Alto Paraguai;2019;11;Roubo total;0
Alto Paraguai;2019;12;Roubo total;0
Alto Taquari;2017;1;Homicidio doloso;0
Alto Taquari;2017;2;Homicidio doloso;0
Alto Taquari;2017;3;Homicidio doloso;0
Alto Taquari;2017;4;Homicidio doloso;0
Alto Taquari;2017;5;Homicidio doloso;0
Alto Taquari;2017;6;Homicidio doloso;0
Alto Taquari;2017;7;Homicidio doloso;0
Alto Taquari;2017;8;Homicidio doloso;0
Alto Taquari;2017;9;Homicidio doloso;0
Alto Taquari;2017;10;Homicidio doloso;0
Alto Taquari;2017;11;Homicidio doloso;1
Alto Taquari;2017;12;Homicidio doloso;0
Alto Taquari;2018;1;Homicidio doloso;0
Alto Taquari;2018;2;Homicidio doloso;0
Alto Taquari;2018;3;Homicidio doloso;0
Alto Taquari;2018;4;Homicidio doloso;0
Alto Taquari;2018;5;Homicidio doloso;0
Alto Taquari;2018;6;Homicidio doloso;0
Alto Taquari;2018;7;Homicidio doloso;0
Alto Taquari;2018;8;Homicidio doloso;0
Alto Taquari;2018;9;Homicidio doloso;1
Alto Taquari;2018;10;Homicidio doloso;1
Alto Taquari;2018;11;Homicidio doloso;0
Alto Taquari;2018;12;Homicidio doloso;0
Alto Taquari;2019;1;Homicidio doloso;1
Alto Taquari;2019;2;Homicidio doloso;0
Alto Taquari;2019;3;Homicidio doloso;1
Alto Taquari;2019;4;Homicidio doloso;0
Alto Taquari;2019;5;Homicidio doloso;1
Alto Taquari;2019;6;Homicidio doloso;0
Alto Taquari;2019;7;Homicidio doloso;0
Alto Taquari;2019;8;Homicidio doloso;0
Alto Taquari;2019;9;Homicidio doloso;0
Alto Taquari;2019;10;Homicidio doloso;0
Alto Taquari;2019;11;Homicidio doloso;0
Alto Taquari;2019;12;Homicidio doloso;0
Alto Taquari;2017;1;Roubo total;2
Alto Taquari;2017;2;Roubo total;2
Alto Taquari;2017;3;Roubo total;2
Alto Taquari;2017;4;Roubo total;2
Alto Taquari;2017;5;Roubo total;2
Alto Taquari;2017;6;Roubo total;0
Alto Taquari;2017;7;Roubo total;1
Alto Taquari;2017;8;Roubo total;2
Alto Taquari;2017;9;Roubo total;0
Alto Taquari;2017;10;Roubo total;0
Alto Taquari;2017;11;Roubo total;1
Alto Taquari;2017;12;Roubo total;0
Alto Taquari;2018;1;Roubo total;2
Alto Taquari;2018;2;Roubo total;0
Alto Taquari;2018;3;Roubo total;4
Alto Taquari;2018;4;Roubo total;6
Alto Taquari;2018;5;Roubo total;3
Alto Taquari;2018;6;Roubo total;1
Alto Taquari;2018;7;Roubo total;3
Alto Taquari;2018;8;Roubo total;3
Alto Taquari;2018;9;Roubo total;3
Alto Taquari;2018;10;Roubo total;2
Alto Taquari;2018;11;Roubo total;1
Alto Taquari;2018;12;Roubo total;1
Alto Taquari;2019;1;Roubo total;1
Alto Taquari;2019;2;Roubo total;1
Alto Taquari;2019;3;Roubo total;0
Alto Taquari;2019;4;Roubo total;0
Alto Taquari;2019;5;Roubo total;3
Alto Taquari;2019;6;Roubo total;1
Alto Taquari;2019;7;Roubo total;2
Alto Taquari;2019;8;Roubo total;1
Alto Taquari;2019;9;Roubo total;0
Alto Taquari;2019;10;Roubo total;1
Alto Taquari;2019;11;Roubo total;1
Alto Taquari;2019;12;Roubo total;0
Apiacas;2017;1;Homicidio doloso;0
Apiacas;2017;2;Homicidio doloso;0
Apiacas;2017;3;Homicidio doloso;0
Apiacas;2017;4;Homicidio doloso;0
Apiacas;2017;5;Homicidio doloso;0
Apiacas;2017;6;Homicidio doloso;0
Apiacas;2017;7;Homicidio doloso;0
Apiacas;2017;8;Homicidio doloso;0
Apiacas;2017;9;Homicidio doloso;1
Apiacas;2017;10;Homicidio doloso;0
Apiacas;2017;11;Homicidio doloso;0
Apiacas;2017;12;Homicidio doloso;2
Apiacas;2018;1;Homicidio doloso;0
Apiacas;2018;2;Homicidio doloso;0
Apiacas;2018;3;Homicidio doloso;2
Apiacas;2018;4;Homicidio doloso;0
Apiacas;2018;5;Homicidio doloso;2
Apiacas;2018;6;Homicidio doloso;0
Apiacas;2018;7;Homicidio doloso;0
Apiacas;2018;8;Homicidio doloso;0
Apiacas;2018;9;Homicidio doloso;2
Apiacas;2018;10;Homicidio doloso;1
Apiacas;2018;11;Homicidio doloso;0
Apiacas;2018;12;Homicidio doloso;2
Apiacas;2019;1;Homicidio doloso;1
Apiacas;2019;2;Homicidio doloso;0
Apiacas;2019;3;Homicidio doloso;0
Apiacas;2019;4;Homicidio doloso;1
Apiacas;2019;5;Homicidio doloso;0
Apiacas;2019;6;Homicidio doloso;0
Apiacas;2019;7;Homicidio doloso;0
Apiacas;2019;8;Homicidio doloso;0
Apiacas;2019;9;Homicidio doloso;0
Apiacas;2019;10;Homicidio doloso;0
Apiacas;2019;11;Homicidio doloso;0
Apiacas;2019;12;Homicidio doloso;0
Apiacas;2017;1;Roubo total;0
Apiacas;2017;2;Roubo total;0
Apiacas;2017;3;Roubo total;0
Apiacas;2017;4;Roubo total;0
Apiacas;2017;5;Roubo total;0
Apiacas;2017;6;Roubo total;1
Apiacas;2017;7;Roubo total;0
