MUNICIPIO;ANO;MES;NATUREZA;TOTAL
Carlinda;2018;11;Homicidio doloso;0
Carlinda;2018;12;Homicidio doloso;0
Carlinda;2019;1;Homicidio doloso;0
Carlinda;2019;2;Homicidio doloso;0
Carlinda;2019;3;Homicidio doloso;0
Carlinda;2019;4;Homicidio doloso;0
Carlinda;2019;5;Homicidio doloso;0
Carlinda;2019;6;Homicidio doloso;0
Carlinda;2019;7;Homicidio doloso;0
Carlinda;2019;8;Homicidio doloso;0
Carlinda;2019;9;Homicidio doloso;0
Carlinda;2019;10;Homicidio doloso;0
Carlinda;2019;11;Homicidio doloso;0
Carlinda;2019;12;Homicidio doloso;0
Carlinda;2017;1;Roubo total;4
Carlinda;2017;2;Roubo total;0
Carlinda;2017;3;Roubo total;1
Carlinda;2017;4;Roubo total;0
Carlinda;2017;5;Roubo total;2
Carlinda;2017;6;Roubo total;1
Carlinda;2017;7;Roubo total;2
Carlinda;2017;8;Roubo total;0
Carlinda;2017;9;Roubo total;0
Carlinda;2017;10;Roubo total;2
Carlinda;2017;11;Roubo total;1
Carlinda;2017;12;Roubo total;0
Carlinda;2018;1;Roubo total;6
Carlinda;2018;2;Roubo total;2
Carlinda;2018;3;Roubo total;3
Carlinda;2018;4;Roubo total;4
Carlinda;2018;5;Roubo total;3
Carlinda;2018;6;Roubo total;1
Carlinda;2018;7;Roubo total;3
Carlinda;2018;8;Roubo total;3
Carlinda;2018;9;Roubo total;1
Carlinda;2018;10;Roubo total;1
Carlinda;2018;11;Roubo total;2
Carlinda;2018;12;Roubo total;0
Carlinda;2019;1;Roubo total;2
Carlinda;2019;2;Roubo total;1
Carlinda;2019;3;Roubo total;2
Carlinda;2019;4;Roubo total;1
Carlinda;2019;5;Roubo total;0
Carlinda;2019;6;Roubo total;0
Carlinda;2019;7;Roubo total;0
Carlinda;2019;8;Roubo total;0
Carlinda;2019;9;Roubo total;0
Carlinda;2019;10;Roubo total;0
Carlinda;2019;11;Roubo total;0
Carlinda;2019;12;Roubo total;0
Castanheira;2017;1;Homicidio doloso;1
Castanheira;2017;2;Homicidio doloso;0
Castanheira;2017;3;Homicidio doloso;0
Castanheira;2017;4;Homicidio doloso;0
Castanheira;2017;5;Homicidio doloso;1
Castanheira;2017;6;Homicidio doloso;1
Castanheira;2017;7;Homicidio doloso;0
Castanheira;2017;8;Homicidio doloso;1
Castanheira;2017;9;Homicidio doloso;0
Castanheira;2017;10;Homicidio doloso;0
Castanheira;2017;11;Homicidio doloso;0
Castanheira;2017;12;Homicidio doloso;1
Castanheira;2018;1;Homicidio doloso;0
Castanheira;2018;2;Homicidio doloso;1
Castanheira;2018;3;Homicidio doloso;0
Castanheira;2018;4;Homicidio doloso;1
Castanheira;2018;5;Homicidio doloso;2
Castanheira;2018;6;Homicidio doloso;0
Castanheira;2018;7;Homicidio doloso;0
Castanheira;2018;8;Homicidio doloso;0
Castanheira;2018;9;Homicidio doloso;1
Castanheira;2018;10;Homicidio doloso;0
Castanheira;2018;11;Homicidio doloso;0
Castanheira;2018;12;Homicidio doloso;0
Castanheira;2019;1;Homicidio doloso;2
Castanheira;2019;2;Homicidio doloso;0
Castanheira;2019;3;Homicidio doloso;0
Castanheira;2019;4;Homicidio doloso;1
Castanheira;2019;5;Homicidio doloso;0
Castanheira;2019;6;Homicidio doloso;0
Castanheira;2019;7;Homicidio doloso;1
Castanheira;2019;8;Homicidio doloso;2
Castanheira;2019;9;Homicidio doloso;1
Castanheira;2019;10;Homicidio doloso;2
Castanheira;2019;11;Homicidio doloso;2
Castanheira;2019;12;Homicidio doloso;1
Castanheira;2017;1;Roubo total;0
Castanheira;2017;2;Roubo total;0
Castanheira;2017;3;Roubo total;3
Castanheira;2017;4;Roubo total;1
Castanheira;2017;5;Roubo total;0
Castanheira;2017;6;Roubo total;1
Castanheira;2017;7;Roubo total;0
Castanheira;2017;8;Roubo total;0
Castanheira;2017;9;Roubo total;0
Castanheira;2017;10;Roubo total;0
Castanheira;2017;11;Roubo total;0
Castanheira;2017;12;Roubo total;0
Castanheira;2018;1;Roubo total;0
Castanheira;2018;2;Roubo total;0
Castanheira;2018;3;Roubo total;1
Castanheira;2018;4;Roubo total;1
Castanheira;2018;5;Roubo total;0
Castanheira;2018;6;Roubo total;1
Castanheira;2018;7;Roubo total;3
Castanheira;2018;8;Roubo total;3
Castanheira;2018;9;Roubo total;5
Castanheira;2018;10;Roubo total;2
Castanheira;2018;11;Roubo total;1
Castanheira;2018;12;Roubo total;0
Castanheira;2019;1;Roubo total;0
Castanheira;2019;2;Roubo total;0
Castanheira;2019;3;Roubo total;0
Castanheira;2019;4;Roubo total;0
Castanheira;2019;5;Roubo total;0
Castanheira;2019;6;Roubo total;0
Castanheira;2019;7;Roubo total;0
Castanheira;2019;8;Roubo total;0
Castanheira;2019;9;Roubo total;0
Castanheira;2019;10;Roubo total;0
Castanheira;2019;11;Roubo total;0
Castanheira;2019;12;Roubo total;0
Chapada dos Guimaraes;2017;1;Homicidio doloso;0
Chapada dos Guimaraes;2017;2;Homicidio doloso;0
Chapada dos Guimaraes;2017;3;Homicidio doloso;0
Chapada dos Guimaraes;2017;4;Homicidio doloso;0
Chapada dos Guimaraes;2017;5;Homicidio doloso;0
Chapada dos Guimaraes;2017;6;Homicidio doloso;0
Chapada dos Guimaraes;2017;7;Homicidio doloso;0
Chapada dos Guimaraes;2017;8;Homicidio doloso;0
Chapada dos Guimaraes;2017;9;Homicidio doloso;0
Chapada dos Guimaraes;2017;10;Homicidio doloso;0
Chapada dos Guimaraes;2017;11;Homicidio doloso;0
Chapada dos Guimaraes;2017;12;Homicidio doloso;0
Chapada dos Guimaraes;2018;1;Homicidio doloso;0
Chapada dos Guimaraes;2018;2;Homicidio doloso;0
Chapada dos Guimaraes;2018;3;Homicidio doloso;0
Chapada dos Guimaraes;2018;4;Homicidio doloso;0
Chapada dos Guimaraes;2018;5;Homicidio doloso;0
Chapada dos Guimaraes;2018;6;Homicidio doloso;0
Chapada dos Guimaraes;2018;7;Homicidio doloso;0
Chapada dos Guimaraes;2018;8;Homicidio doloso;1
Chapada dos Guimaraes;2018;9;Homicidio doloso;0
Chapada dos Guimaraes;2018;10;Homicidio doloso;0
Chapada dos Guimaraes;2018;11;Homicidio doloso;0
Chapada dos Guimaraes;2018;12;Homicidio doloso;0
Chapada dos Guimaraes;2019;1;Homicidio doloso;1
Chapada dos Guimaraes;2019;2;Homicidio doloso;0
Chapada dos Guimaraes;2019;3;Homicidio doloso;0
Chapada dos Guimaraes;2019;4;Homicidio doloso;0
Chapada dos Guimaraes;2019;5;Homicidio doloso;0
Chapada dos Guimaraes;2019;6;Homicidio doloso;0
Chapada dos Guimaraes;2019;7;Homicidio doloso;0
Chapada dos Guimaraes;2019;8;Homicidio doloso;0
Chapada dos Guimaraes;2019;9;Homicidio doloso;1
Chapada dos Guimaraes;2019;10;Homicidio doloso;0
Chapada dos Guimaraes;2019;11;Homicidio doloso;0
Chapada dos Guimaraes;2019;12;Homicidio doloso;1
Chapada dos Guimaraes;2017;1;Roubo total;2
Chapada dos Guimaraes;2017;2;Roubo total;13
Chapada dos Guimaraes;2017;3;Roubo total;4
Chapada dos Guimaraes;2017;4;Roubo total;7
Chapada dos Guimaraes;2017;5;Roubo total;3
Chapada dos Guimaraes;2017;6;Roubo total;4
Chapada dos Guimaraes;2017;7;Roubo total;5
Chapada dos Guimaraes;2017;8;Roubo total;4
Chapada dos Guimaraes;2017;9;Roubo total;1
Chapada dos Guimaraes;2017;10;Roubo total;3
Chapada dos Guimaraes;2017;11;Roubo total;3
Chapada dos Guimaraes;2017;12;Roubo total;14
Chapada dos Guimaraes;2018;1;Roubo total;15
Chapada dos Guimaraes;2018;2;Roubo total;16
Chapada dos Guimaraes;2018;3;Roubo total;10
Chapada dos Guimaraes;2018;4;Roubo total;10
Chapada dos Guimaraes;2018;5;Roubo total;9
Chapada dos Guimaraes;2018;6;Roubo total;11
Chapada dos Guimaraes;2018;7;Roubo total;7
Chapada dos Guimaraes;2018;8;Roubo total;18
Chapada dos Guimaraes;2018;9;Roubo total;11
Chapada dos Guimaraes;2018;10;Roubo total;3
Chapada dos Guimaraes;2018;11;Roubo total;25
Chapada dos Guimaraes;2018;12;Roubo total;3
Chapada dos Guimaraes;2019;1;Roubo total;4
Chapada dos Guimaraes;2019;2;Roubo total;2
Chapada dos Guimaraes;2019;3;Roubo total;3
Chapada dos Guimaraes;2019;4;Roubo total;3
Chapada dos Guimaraes;2019;5;Roubo total;4
Chapada dos Guimaraes;2019;6;Roubo total;14
Chapada dos Guimaraes;2019;7;Roubo total;8
Chapada dos Guimaraes;2019;8;Roubo total;2
Chapada dos Guimaraes;2019;9;Roubo total;5
Chapada dos Guimaraes;2019;10;Roubo total;0
Chapada dos Guimaraes;2019;11;Roubo total;0
Chapada dos Guimaraes;2019;12;Roubo total;1
Claudia;2017;1;Homicidio doloso;0
Claudia;2017;2;Homicidio doloso;1
Claudia;2017;3;Homicidio doloso;0
Claudia;2017;4;Homicidio doloso;0
Claudia;2017;5;Homicidio doloso;0
Claudia;2017;6;Homicidio doloso;0
Claudia;2017;7;Homicidio doloso;0
Claudia;2017;8;Homicidio doloso;1
Claudia;2017;9;Homicidio doloso;0
Claudia;2017;10;Homicidio doloso;0
Claudia;2017;11;Homicidio doloso;0
Claudia;2017;12;Homicidio doloso;0
Claudia;2018;1;Homicidio doloso;0
Claudia;2018;2;Homicidio doloso;0
Claudia;2018;3;Homicidio doloso;0
Claudia;2018;4;Homicidio doloso;1
Claudia;2018;5;Homicidio doloso;1
Claudia;2018;6;Homicidio doloso;0
Claudia;2018;7;Homicidio doloso;0
Claudia;2018;8;Homicidio doloso;0
Claudia;2018;9;Homicidio doloso;0
Claudia;2018;10;Homicidio doloso;1
Claudia;2018;11;Homicidio doloso;1
Claudia;2018;12;Homicidio doloso;0
Claudia;2019;1;Homicidio doloso;2
Claudia;2019;2;Homicidio doloso;0
Claudia;2019;3;Homicidio doloso;1
Claudia;2019;4;Homicidio doloso;0
Claudia;2019;5;Homicidio doloso;0
Claudia;2019;6;Homicidio doloso;0
Claudia;2019;7;Homicidio doloso;0
Claudia;2019;8;Homicidio doloso;0
Claudia;2019;9;Homicidio doloso;0
Claudia;2019;10;Homicidio doloso;0
Claudia;2019;11;Homicidio doloso;0
Claudia;2019;12;Homicidio doloso;1
Claudia;2017;1;Roubo total;0
Claudia;2017;2;Roubo total;0
Claudia;2017;3;Roubo total;0
Claudia;2017;4;Roubo total;0
Claudia;2017;5;Roubo total;0
Claudia;2017;6;Roubo total;0
Claudia;2017;7;Roubo total;0
Claudia;2017;8;Roubo total;0
Claudia;2017;9;Roubo total;1
Claudia;2017;10;Roubo total;0
Claudia;2017;11;Roubo total;0
Claudia;2017;12;Roubo total;2
Claudia;2018;1;Roubo total;1
Claudia;2018;2;Roubo total;0
Claudia;2018;3;Roubo total;2
Claudia;2018;4;Roubo total;3
Claudia;2018;5;Roubo total;4
Claudia;2018;6;Roubo total;0
Claudia;2018;7;Roubo total;3
Claudia;2018;8;Roubo total;2
Claudia;2018;9;Roubo total;0
Claudia;2018;10;Roubo total;3
Claudia;2018;11;Roubo total;0
Claudia;2018;12;Roubo total;0
Claudia;2019;1;Roubo total;0
Claudia;2019;2;Roubo total;1
Claudia;2019;3;Roubo total;1
Claudia;2019;4;Roubo total;0
Claudia;2019;5;Roubo total;0
Claudia;2019;6;Roubo total;2
Claudia;2019;7;Roubo total;1
Claudia;2019;8;Roubo total;3
Claudia;2019;9;Roubo total;0
Claudia;2019;10;Roubo total;0
Claudia;2019;11;Roubo total;2
Claudia;2019;12;Roubo total;3
Cocalinho;2017;1;Homicidio doloso;0
Cocalinho;2017;2;Homicidio doloso;0
Cocalinho;2017;3;Homicidio doloso;0
Cocalinho;2017;4;Homicidio doloso;0
Cocalinho;2017;5;Homicidio doloso;0
Cocalinho;2017;6;Homicidio doloso;0
Cocalinho;2017;7;Homicidio doloso;0
Cocalinho;2017;8;Homicidio doloso;0
Cocalinho;2017;9;Homicidio doloso;0
Cocalinho;2017;10;Homicidio doloso;0
Cocalinho;2017;11;Homicidio doloso;0
Cocalinho;2017;12;Homicidio doloso;0
Cocalinho;2018;1;Homicidio doloso;0
Cocalinho;2018;2;Homicidio doloso;0
Cocalinho;2018;3;Homicidio doloso;0
Cocalinho;2018;4;Homicidio doloso;0
Cocalinho;2018;5;Homicidio doloso;1
Cocalinho;2018;6;Homicidio doloso;0
Cocalinho;2018;7;Homicidio doloso;0
Cocalinho;2018;8;Homicidio doloso;0
Cocalinho;2018;9;Homicidio doloso;0
Cocalinho;2018;10;Homicidio doloso;0
Cocalinho;2018;11;Homicidio doloso;0
Cocalinho;2018;12;Homicidio doloso;0
Cocalinho;2019;1;Homicidio doloso;0
Cocalinho;2019;2;Homicidio doloso;0
Cocalinho;2019;3;Homicidio doloso;0
Cocalinho;2019;4;Homicidio doloso;0
Cocalinho;2019;5;Homicidio doloso;2
Cocalinho;2019;6;Homicidio doloso;0
Cocalinho;2019;7;Homicidio doloso;0
Cocalinho;2019;8;Homicidio doloso;0
Cocalinho;2019;9;Homicidio doloso;0
Cocalinho;2019;10;Homicidio doloso;0
Cocalinho;2019;11;Homicidio doloso;0
Cocalinho;2019;12;Homicidio doloso;0
Cocalinho;2017;1;Roubo total;0
Cocalinho;2017;2;Roubo total;0
Cocalinho;2017;3;Roubo total;0
Cocalinho;2017;4;Roubo total;0
Cocalinho;2017;5;Roubo total;1
Cocalinho;2017;6;Roubo total;0
Cocalinho;2017;7;Roubo total;0
Cocalinho;2017;8;Roubo total;0
Cocalinho;2017;9;Roubo total;0
Cocalinho;2017;10;Roubo total;0
Cocalinho;2017;11;Roubo total;0
Cocalinho;2017;12;Roubo total;1
Cocalinho;2018;1;Roubo total;1
Cocalinho;2018;2;Roubo total;1
Cocalinho;2018;3;Roubo total;2
Cocalinho;2018;4;Roubo total;3
Cocalinho;2018;5;Roubo total;2
Cocalinho;2018;6;Roubo total;0
Cocalinho;2018;7;Roubo total;2
Cocalinho;2018;8;Roubo total;3
Cocalinho;2018;9;Roubo total;3
Cocalinho;2018;10;Roubo total;3
Cocalinho;2018;11;Roubo total;0
Cocalinho;2018;12;Roubo total;0
Cocalinho;2019;1;Roubo total;0
Cocalinho;2019;2;Roubo total;0
Cocalinho;2019;3;Roubo total;0
Cocalinho;2019;4;Roubo total;1
Cocalinho;2019;5;Roubo total;0
Cocalinho;2019;6;Roubo total;0
Cocalinho;2019;7;Roubo total;0
Cocalinho;2019;8;Roubo total;0
Cocalinho;2019;9;Roubo total;0
Cocalinho;2019;10;Roubo total;0
Cocalinho;2019;11;Roubo total;0
Cocalinho;2019;12;Roubo total;0
Colider;2017;1;Homicidio doloso;1
Colider;2017;2;Homicidio doloso;0
Colider;2017;3;Homicidio doloso;1
Colider;2017;4;Homicidio doloso;2
Colider;2017;5;Homicidio doloso;0
Colider;2017;6;Homicidio doloso;0
Colider;2017;7;Homicidio doloso;1
Colider;2017;8;Homicidio doloso;0
Colider;2017;9;Homicidio doloso;0
Colider;2017;10;Homicidio doloso;0
Colider;2017;11;Homicidio doloso;0
Colider;2017;12;Homicidio doloso;0
Colider;2018;1;Homicidio doloso;1
Colider;2018;2;Homicidio doloso;1
Colider;2018;3;Homicidio doloso;0
Colider;2018;4;Homicidio doloso;4
Colider;2018;5;Homicidio doloso;1
Colider;2018;6;Homicidio doloso;0
Colider;2018;7;Homicidio doloso;0
Colider;2018;8;Homicidio doloso;2
Colider;2018;9;Homicidio doloso;0
Colider;2018;10;Homicidio doloso;1
Colider;2018;11;Homicidio doloso;0
Colider;2018;12;Homicidio doloso;1
Colider;2019;1;Homicidio doloso;0
Colider;2019;2;Homicidio doloso;0
Colider;2019;3;Homicidio doloso;0
Colider;2019;4;Homicidio doloso;0
Colider;2019;5;Homicidio doloso;2
Colider;2019;6;Homicidio doloso;0
Colider;2019;7;Homicidio doloso;1
Colider;2019;8;Homicidio doloso;1
Colider;2019;9;Homicidio doloso;0
Colider;2019;10;Homicidio doloso;0
Colider;2019;11;Homicidio doloso;2
Colider;2019;12;Homicidio doloso;1
Colider;2017;1;Roubo total;0
Colider;2017;2;Roubo total;0
Colider;2017;3;Roubo total;1
Colider;2017;4;Roubo total;5
Colider;2017;5;Roubo total;22
Colider;2017;6;Roubo total;25
Colider;2017;7;Roubo total;9
Colider;2017;8;Roubo total;22
Colider;2017;9;Roubo total;9
Colider;2017;10;Roubo total;11
Colider;2017;11;Roubo total;12
Colider;2017;12;Roubo total;16
Colider;2018;1;Roubo total;13
Colider;2018;2;Roubo total;9
Colider;2018;3;Roubo total;14
Colider;2018;4;Roubo total;25
Colider;2018;5;Roubo total;15
Colider;2018;6;Roubo total;8
Colider;2018;7;Roubo total;18
Colider;2018;8;Roubo total;14
Colider;2018;9;Roubo total;11
Colider;2018;10;Roubo total;12
Colider;2018;11;Roubo total;13
Colider;2018;12;Roubo total;19
Colider;2019;1;Roubo total;9
Colider;2019;2;Roubo total;6
Colider;2019;3;Roubo total;6
Colider;2019;4;Roubo total;8
Colider;2019;5;Roubo total;9
Colider;2019;6;Roubo total;12
Colider;2019;7;Roubo total;11
Colider;2019;8;Roubo total;14
Colider;2019;9;Roubo total;6
Colider;2019;10;Roubo total;15
Colider;2019;11;Roubo total;9
Colider;2019;12;Roubo total;4
Colniza;2017;1;Homicidio doloso;2
Colniza;2017;2;Homicidio doloso;1
Colniza;2017;3;Homicidio doloso;2
Colniza;2017;4;Homicidio doloso;10
Colniza;2017;5;Homicidio doloso;1
Colniza;2017;6;Homicidio doloso;0
Colniza;2017;7;Homicidio doloso;0
Colniza;2017;8;Homicidio doloso;1
Colniza;2017;9;Homicidio doloso;2
Colniza;2017;10;Homicidio doloso;0
Colniza;2017;11;Homicidio doloso;0
Colniza;2017;12;Homicidio doloso;3
Colniza;2018;1;Homicidio doloso;2
Colniza;2018;2;Homicidio doloso;1
Colniza;2018;3;Homicidio doloso;2
Colniza;2018;4;Homicidio doloso;0
Colniza;2018;5;Homicidio doloso;2
Colniza;2018;6;Homicidio doloso;3
Colniza;2018;7;Homicidio doloso;0
Colniza;2018;8;Homicidio doloso;0
Colniza;2018;9;Homicidio doloso;1
Colniza;2018;10;Homicidio doloso;0
Colniza;2018;11;Homicidio doloso;0
Colniza;2018;12;Homicidio doloso;0
Colniza;2019;1;Homicidio doloso;1
Colniza;2019;2;Homicidio doloso;0
Colniza;2019;3;Homicidio doloso;0
Colniza;2019;4;Homicidio doloso;0
Colniza;2019;5;Homicidio doloso;0
Colniza;2019;6;Homicidio doloso;0
Colniza;2019;7;Homicidio doloso;0
Colniza;2019;8;Homicidio doloso;1
Colniza;2019;9;Homicidio doloso;0
Colniza;2019;10;Homicidio doloso;0
Colniza;2019;11;Homicidio doloso;0
Colniza;2019;12;Homicidio doloso;1
Colniza;2017;1;Roubo total;0
Colniza;2017;2;Roubo total;0
Colniza;2017;3;Roubo total;1
Colniza;2017;4;Roubo total;2
Colniza;2017;5;Roubo total;0
Colniza;2017;6;Roubo total;0
Colniza;2017;7;Roubo total;0
Colniza;2017;8;Roubo total;1
Colniza;2017;9;Roubo total;0
Colniza;2017;10;Roubo total;0
Colniza;2017;11;Roubo total;1
Colniza;2017;12;Roubo total;2
Colniza;2018;1;Roubo total;2
Colniza;2018;2;Roubo total;0
Colniza;2018;3;Roubo total;2
Colniza;2018;4;Roubo total;6
Colniza;2018;5;Roubo total;3
Colniza;2018;6;Roubo total;1
Colniza;2018;7;Roubo total;3
Colniza;2018;8;Roubo total;4
Colniza;2018;9;Roubo total;3
Colniza;2018;10;Roubo total;4
Colniza;2018;11;Roubo total;0
Colniza;2018;12;Roubo total;2
Colniza;2019;1;Roubo total;0
Colniza;2019;2;Roubo total;1
Colniza;2019;3;Roubo total;1
Colniza;2019;4;Roubo total;4
Colniza;2019;5;Roubo total;1
Colniza;2019;6;Roubo total;5
Colniza;2019;7;Roubo total;1
Colniza;2019;8;Roubo total;0
Colniza;2019;9;Roubo total;2
Colniza;2019;10;Roubo total;0
Colniza;2019;11;Roubo total;2
Colniza;2019;12;Roubo total;1
Comodoro;2017;1;Homicidio doloso;0
Comodoro;2017;2;Homicidio doloso;1
Comodoro;2017;3;Homicidio doloso;3
Comodoro;2017;4;Homicidio doloso;0
Comodoro;2017;5;Homicidio doloso;4
Comodoro;2017;6;Homicidio doloso;0
Comodoro;2017;7;Homicidio doloso;1
Comodoro;2017;8;Homicidio doloso;1
Comodoro;2017;9;Homicidio doloso;0
Comodoro;2017;10;Homicidio doloso;0
Comodoro;2017;11;Homicidio doloso;0
Comodoro;2017;12;Homicidio doloso;0
Comodoro;2018;1;Homicidio doloso;0
Comodoro;2018;2;Homicidio doloso;0
Comodoro;2018;3;Homicidio doloso;2
Comodoro;2018;4;Homicidio doloso;0
Comodoro;2018;5;Homicidio doloso;0
Comodoro;2018;6;Homicidio doloso;0
Comodoro;2018;7;Homicidio doloso;0
Comodoro;2018;8;Homicidio doloso;2
Comodoro;2018;9;Homicidio doloso;2
Comodoro;2018;10;Homicidio doloso;0
Comodoro;2018;11;Homicidio doloso;0
Comodoro;2018;12;Homicidio doloso;0
Comodoro;2019;1;Homicidio doloso;1
Comodoro;2019;2;Homicidio doloso;0
Comodoro;2019;3;Homicidio doloso;1
Comodoro;2019;4;Homicidio doloso;0
Comodoro;2019;5;Homicidio doloso;0
Comodoro;2019;6;Homicidio doloso;0
Comodoro;2019;7;Homicidio doloso;0
Comodoro;2019;8;Homicidio doloso;0
Comodoro;2019;9;Homicidio doloso;0
Comodoro;2019;10;Homicidio doloso;3
Comodoro;2019;11;Homicidio doloso;1
Comodoro;2019;12;Homicidio doloso;1
Comodoro;2017;1;Roubo total;2
Comodoro;2017;2;Roubo total;0
Comodoro;2017;3;Roubo total;2
Comodoro;2017;4;Roubo total;1
Comodoro;2017;5;Roubo total;1
Comodoro;2017;6;Roubo total;0
Comodoro;2017;7;Roubo total;0
Comodoro;2017;8;Roubo total;0
Comodoro;2017;9;Roubo total;3
Comodoro;2017;10;Roubo total;0
Comodoro;2017;11;Roubo total;4
Comodoro;2017;12;Roubo total;1
Comodoro;2018;1;Roubo total;11
Comodoro;2018;2;Roubo total;2
Comodoro;2018;3;Roubo total;3
Comodoro;2018;4;Roubo total;8
Comodoro;2018;5;Roubo total;3
Comodoro;2018;6;Roubo total;0
Comodoro;2018;7;Roubo total;2
Comodoro;2018;8;Roubo total;0
Comodoro;2018;9;Roubo total;4
Comodoro;2018;10;Roubo total;5
Comodoro;2018;11;Roubo total;0
Comodoro;2018;12;Roubo total;0
Comodoro;2019;1;Roubo total;0
Comodoro;2019;2;Roubo total;2
Comodoro;2019;3;Roubo total;2
Comodoro;2019;4;Roubo total;1
Comodoro;2019;5;Roubo total;6
Comodoro;2019;6;Roubo total;3
Comodoro;2019;7;Roubo total;2
Comodoro;2019;8;Roubo total;3
Comodoro;2019;9;Roubo total;2
Comodoro;2019;10;Roubo total;2
Comodoro;2019;11;Roubo total;0
Comodoro;2019;12;Roubo total;1
Confresa;2017;1;Homicidio doloso;3
Confresa;2017;2;Homicidio doloso;4
Confresa;2017;3;Homicidio doloso;1
Confresa;2017;4;Homicidio doloso;0
Confresa;2017;5;Homicidio doloso;2
Confresa;2017;6;Homicidio doloso;0
Confresa;2017;7;Homicidio doloso;1
Confresa;2017;8;Homicidio doloso;4
Confresa;2017;9;Homicidio doloso;0
Confresa;2017;10;Homicidio doloso;2
Confresa;2017;11;Homicidio doloso;3
Confresa;2017;12;Homicidio doloso;3
Confresa;2018;1;Homicidio doloso;0
Confresa;2018;2;Homicidio doloso;1
Confresa;2018;3;Homicidio doloso;0
Confresa;2018;4;Homicidio doloso;1
Confresa;2018;5;Homicidio doloso;1
Confresa;2018;6;Homicidio doloso;3
Confresa;2018;7;Homicidio doloso;1
Confresa;2018;8;Homicidio doloso;1
Confresa;2018;9;Homicidio doloso;1
Confresa;2018;10;Homicidio doloso;0
Confresa;2018;11;Homicidio doloso;0
Confresa;2018;12;Homicidio doloso;2
Confresa;2019;1;Homicidio doloso;0
Confresa;2019;2;Homicidio doloso;1
Confresa;2019;3;Homicidio doloso;0
Confresa;2019;4;Homicidio doloso;0
Confresa;2019;5;Homicidio doloso;0
Confresa;2019;6;Homicidio doloso;0
Confresa;2019;7;Homicidio doloso;1
Confresa;2019;8;Homicidio doloso;1
Confresa;2019;9;Homicidio doloso;2
Confresa;2019;10;Homicidio doloso;1
Confresa;2019;11;Homicidio doloso;2
Confresa;2019;12;Homicidio doloso;0
Confresa;2017;1;Roubo total;7
Confresa;2017;2;Roubo total;6
Confresa;2017;3;Roubo total;5
Confresa;2017;4;Roubo total;5
Confresa;2017;5;Roubo total;3
Confresa;2017;6;Roubo total;10
Confresa;2017;7;Roubo total;10
Confresa;2017;8;Roubo total;8
Confresa;2017;9;Roubo total;2
Confresa;2017;10;Roubo total;11
Confresa;2017;11;Roubo total;9
Confresa;2017;12;Roubo total;5
Confresa;2018;1;Roubo total;6
Confresa;2018;2;Roubo total;8
Confresa;2018;3;Roubo total;12
Confresa;2018;4;Roubo total;15
Confresa;2018;5;Roubo total;4
Confresa;2018;6;Roubo total;6
Confresa;2018;7;Roubo total;20
Confresa;2018;8;Roubo total;18
Confresa;2018;9;Roubo total;8
Confresa;2018;10;Roubo total;4
Confresa;2018;11;Roubo total;7
Confresa;2018;12;Roubo total;3
Confresa;2019;1;Roubo total;5
Confresa;2019;2;Roubo total;2
Confresa;2019;3;Roubo total;6
Confresa;2019;4;Roubo total;12
Confresa;2019;5;Roubo total;19
Confresa;2019;6;Roubo total;11
Confresa;2019;7;Roubo total;4
Confresa;2019;8;Roubo total;4
Confresa;2019;9;Roubo total;8
Confresa;2019;10;Roubo total;13
Confresa;2019;11;Roubo total;12
Confresa;2019;12;Roubo total;13
Conquista d'Oeste;2017;1;Homicidio doloso;0
Conquista d'Oeste;2017;2;Homicidio doloso;0
Conquista d'Oeste;2017;3;Homicidio doloso;0
Conquista d'Oeste;2017;4;Homicidio doloso;0
Conquista d'Oeste;2017;5;Homicidio doloso;0
Conquista d'Oeste;2017;6;Homicidio doloso;0
Conquista d'Oeste;2017;7;Homicidio doloso;0
Conquista d'Oeste;2017;8;Homicidio doloso;0
Conquista d'Oeste;2017;9;Homicidio doloso;0
Conquista d'Oeste;2017;10;Homicidio doloso;0
Conquista d'Oeste;2017;11;Homicidio doloso;0
Conquista d'Oeste;2017;12;Homicidio doloso;0
Conquista d'Oeste;2018;1;Homicidio doloso;0
Conquista d'Oeste;2018;2;Homicidio doloso;0
Conquista d'Oeste;2018;3;Homicidio doloso;0
Conquista d'Oeste;2018;4;Homicidio doloso;0
Conquista d'Oeste;2018;5;Homicidio doloso;0
Conquista d'Oeste;2018;6;Homicidio doloso;0
Conquista d'Oeste;2018;7;Homicidio doloso;0
Conquista d'Oeste;2018;8;Homicidio doloso;0
Conquista d'Oeste;2018;9;Homicidio doloso;0
Conquista d'Oeste;2018;10;Homicidio doloso;0
Conquista d'Oeste;2018;11;Homicidio doloso;0
Conquista d'Oeste;2018;12;Homicidio doloso;0
Conquista d'Oeste;2019;1;Homicidio doloso;0
Conquista d'Oeste;2019;2;Homicidio doloso;0
Conquista d'Oeste;2019;3;Homicidio doloso;0
Conquista d'Oeste;2019;4;Homicidio doloso;0
Conquista d'Oeste;2019;5;Homicidio doloso;0
Conquista d'Oeste;2019;6;Homicidio doloso;0
Conquista d'Oeste;2019;7;Homicidio doloso;0
Conquista d'Oeste;2019;8;Homicidio doloso;0
Conquista d'Oeste;2019;9;Homicidio doloso;0
Conquista d'Oeste;2019;10;Homicidio doloso;0
Conquista d'Oeste;2019;11;Homicidio doloso;0
